"obsDt","lng","locName","obsValid","comName","obsReviewed","sciName","locationPrivate","howMany","lat","locID","id"
"2016-01-27 11:49",-119.856496,"Swan Lake Nature Study Area (IBA)--Boardwalk",TRUE,"Golden Eagle",FALSE,"Aquila chrysaetos",FALSE,1,39.6531916,"L3572935","Aquila chrysaetos 2016-01-27 11:49 L3572935"
"2016-01-24",-119.5987344,"Pyramid Lake--Sutcliffe Marina",TRUE,"Golden Eagle",FALSE,"Aquila chrysaetos",FALSE,1,39.9551322,"L869295","Aquila chrysaetos 2016-01-24 L869295"
"2016-01-22",-119.816401,"345 Parr Blvd",TRUE,"Golden Eagle",FALSE,"Aquila chrysaetos",TRUE,1,39.5722313,"L4189632","Aquila chrysaetos 2016-01-22 L4189632"
"2016-01-20 14:40",-119.831905,"Idlewild Park",TRUE,"Golden Eagle",FALSE,"Aquila chrysaetos",FALSE,2,39.5208387,"L345149","Aquila chrysaetos 2016-01-20 14:40 L345149"
"2016-02-14 14:13",-114.15164,"Baker, Nevada 487",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,1,39.04511,"L2657482","Haliaeetus leucocephalus 2016-02-14 14:13 L2657482"
"2016-02-14 13:05",-119.8319149,"Genoa Lane and Foothill Drive fields",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,1,38.9955066,"L2035757","Haliaeetus leucocephalus 2016-02-14 13:05 L2035757"
"2016-02-14 11:15",-119.8308849,"Swan Lake - east side",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,1,39.6636253,"L2951584","Haliaeetus leucocephalus 2016-02-14 11:15 L2951584"
"2016-02-14 09:45",-119.8329449,"Wilson Commons",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,2,39.2642909,"L4263453","Haliaeetus leucocephalus 2016-02-14 09:45 L4263453"
"2016-02-14 09:10",-119.8347473,"Lemmon Valley WTP",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,1,39.6503269,"L875241","Haliaeetus leucocephalus 2016-02-14 09:10 L875241"
"2016-02-13 10:46",-119.7787642,"Highway 88 and Centerville Ln.",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,2,38.9115058,"L4028740","Haliaeetus leucocephalus 2016-02-13 10:46 L4028740"
"2016-02-13 10:45",-119.7171593,"Rio Wrangler Pkwy - Drive",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,1,39.4361709,"L3732442","Haliaeetus leucocephalus 2016-02-13 10:45 L3732442"
"2016-02-13 10:00",-114.9634695,"Highway 93, S of Wells.",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,2,40.9500523,"L4252125","Haliaeetus leucocephalus 2016-02-13 10:00 L4252125"
"2016-02-12 14:00",-119.8251343,"Carson Valley near Genoa, NV",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,2,38.9850328,"L1984379","Haliaeetus leucocephalus 2016-02-12 14:00 L1984379"
"2016-02-12 13:00",-119.8230743,"Home",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,1,39.2400313,"L4223297","Haliaeetus leucocephalus 2016-02-12 13:00 L4223297"
"2016-02-12 08:00",-119.8330479,"Foothill Road",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,2,38.9837785,"L4252003","Haliaeetus leucocephalus 2016-02-12 08:00 L4252003"
"2016-02-11 11:43",-119.7295699,"Sparks Marina Park",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,1,39.5348915,"L269695","Haliaeetus leucocephalus 2016-02-11 11:43 L269695"
"2016-02-10 16:12",-119.763712,"Sparks - Rock Park",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,1,39.5200308,"L345154","Haliaeetus leucocephalus 2016-02-10 16:12 L345154"
"2016-02-09 10:30",-118.540445,"US-NV-Fallon-Tule Lake - 39.5998x-118.5404",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,5,39.599769,"L4236142","Haliaeetus leucocephalus 2016-02-09 10:30 L4236142"
"2016-02-07 09:28",-119.69508,"Pyramid Lake--Willows",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,1,40.07421,"L3974006","Haliaeetus leucocephalus 2016-02-07 09:28 L3974006"
"2016-02-06",-119.8447037,"Swan Lake Nature Study Area (IBA)",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,1,39.6573151,"L124349","Haliaeetus leucocephalus 2016-02-06 L124349"
"2016-02-05 09:10",-119.823703,"US-NV-Washoe Valley-Toiyabe National Forest - 39.2388x-119.8237",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,2,39.238792,"L4223404","Haliaeetus leucocephalus 2016-02-05 09:10 L4223404"
"2016-02-04 08:20",-119.1228032,"Mason Valley WMA",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,1,39.0901674,"L969157","Haliaeetus leucocephalus 2016-02-04 08:20 L969157"
"2016-02-03 10:10",-118.8839149,"Fallon--Big Soda Lake",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,1,39.5198005,"L385244","Haliaeetus leucocephalus 2016-02-03 10:10 L385244"
"2016-01-29 15:13",-119.7066665,"Riverview Park and Empire Ranch Trail",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,1,39.164333,"L4090780","Haliaeetus leucocephalus 2016-01-29 15:13 L4090780"
"2016-01-29 10:15",-118.9970398,"Private Ranch-Carson River",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,5,39.4764856,"L3338833","Haliaeetus leucocephalus 2016-01-29 10:15 L3338833"
"2016-01-28 10:00",-118.578186,"Stillwater NWR",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,2,39.523111,"L598208","Haliaeetus leucocephalus 2016-01-28 10:00 L598208"
"2016-01-28 08:45",-118.4736842,"Stillwater WMA",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,2,39.6290027,"L277761","Haliaeetus leucocephalus 2016-01-28 08:45 L277761"
"2016-01-27 09:00",-119.7185326,"Damonte Ranch Wetlands",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,1,39.4275085,"L506053","Haliaeetus leucocephalus 2016-01-27 09:00 L506053"
"2016-01-24 11:30",-119.7709912,"Jake's Wetland",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",TRUE,1,38.9627791,"L4188477","Haliaeetus leucocephalus 2016-01-24 11:30 L4188477"
"2016-01-24",-119.443531,"Pyramid Lake Delta",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,1,39.8547403,"L269367","Haliaeetus leucocephalus 2016-01-24 L269367"
"2016-01-20 09:10",-119.6950783,"Pyramid Lake--Willows",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,1,40.0742094,"L269368","Haliaeetus leucocephalus 2016-01-20 09:10 L269368"
"2016-01-20 09:00",-114.7968936,"Lake Mead NRA--Boulder Beach",TRUE,"Bald Eagle",FALSE,"Haliaeetus leucocephalus",FALSE,NA,36.0449872,"L866916","Haliaeetus leucocephalus 2016-01-20 09:00 L866916"
"2016-02-16 12:20",-118.6883068,"S. Harmon Rd.",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,3,39.454354,"L2595620","Buteo jamaicensis 2016-02-16 12:20 L2595620"
"2016-02-16 10:37",-119.856496,"Swan Lake Nature Study Area (IBA)--Boardwalk",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,2,39.6531916,"L3572935","Buteo jamaicensis 2016-02-16 10:37 L3572935"
"2016-02-16 09:25",-118.6753464,"Indian Lakes",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,4,39.5878388,"L3113250","Buteo jamaicensis 2016-02-16 09:25 L3113250"
"2016-02-16 09:04",-119.1228032,"Mason Valley WMA",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,12,39.0901674,"L969157","Buteo jamaicensis 2016-02-16 09:04 L969157"
"2016-02-16 07:30",-115.1126862,"Las Vegas Urban--Sunset Park",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,NA,36.0685619,"L456488","Buteo jamaicensis 2016-02-16 07:30 L456488"
"2016-02-15 14:00",-114.10722,"Baker, Grand Army of the Republic Highway",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,4,39.06152,"L2657742","Buteo jamaicensis 2016-02-15 14:00 L2657742"
"2016-02-15 13:49",-119.8256171,"Rancho San Rafael Park",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,2,39.5464016,"L130617","Buteo jamaicensis 2016-02-15 13:49 L130617"
"2016-02-15 13:30",-119.9298048,"Sand Harbor SP",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,39.1958773,"L866939","Buteo jamaicensis 2016-02-15 13:30 L866939"
"2016-02-15 13:30",-119.7332954,"UNR Agriculture Fields",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,5,39.5078154,"L874810","Buteo jamaicensis 2016-02-15 13:30 L874810"
"2016-02-15 13:21",-114.1242385,"Baker Ranch",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.0250517,"L3392877","Buteo jamaicensis 2016-02-15 13:21 L3392877"
"2016-02-15 13:00",-114.96158,"Clark",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,3,35.92638,"L112515","Buteo jamaicensis 2016-02-15 13:00 L112515"
"2016-02-15 11:30",-119.9299094,"beach",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.2004377,"L4280267","Buteo jamaicensis 2016-02-15 11:30 L4280267"
"2016-02-15 11:21",-119.795448,"Little Washoe Lake",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,2,39.326755,"L320340","Buteo jamaicensis 2016-02-15 11:21 L320340"
"2016-02-15 10:00",-119.8448839,"Old NW Reno",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.5465127,"L3101332","Buteo jamaicensis 2016-02-15 10:00 L3101332"
"2016-02-15 10:00",-119.7996855,"Kings canyon road",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.1586506,"L4272689","Buteo jamaicensis 2016-02-15 10:00 L4272689"
"2016-02-15 09:35",-118.8137054,"Curry Rd. Residence",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,3,39.3743835,"L2118679","Buteo jamaicensis 2016-02-15 09:35 L2118679"
"2016-02-15 09:30",-116.0150242,"Blagg Road and W. Basin Road",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,36.2204569,"L3395348","Buteo jamaicensis 2016-02-15 09:30 L3395348"
"2016-02-15 09:30",-116.44761,"Beowawe, Nevada",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,40.6650647,"L4279009","Buteo jamaicensis 2016-02-15 09:30 L4279009"
"2016-02-15 09:24",-119.7564054,"Diamond Creek Pond",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,39.44254,"L3238235","Buteo jamaicensis 2016-02-15 09:24 L3238235"
"2016-02-15 09:15",-118.7313938,"NAS Fallon Nature Trail",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.4558783,"L729583","Buteo jamaicensis 2016-02-15 09:15 L729583"
"2016-02-15 09:14",-119.9964426,"Crystal Peak Park",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,39.5156616,"L2865090","Buteo jamaicensis 2016-02-15 09:14 L2865090"
"2016-02-15 08:03",-119.7184521,"home",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,3,39.6347289,"L4243656","Buteo jamaicensis 2016-02-15 08:03 L4243656"
"2016-02-15 07:36",-119.9939418,"Verdi",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.5243027,"L2193882","Buteo jamaicensis 2016-02-15 07:36 L2193882"
"2016-02-15 06:49",-116.3122084,"Ash Meadows National Wildlife Refuge, Amargosa Valley,",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,36.4181034,"L2470979","Buteo jamaicensis 2016-02-15 06:49 L2470979"
"2016-02-15 06:45",-118.7432671,"Henry's Farm",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.4565852,"L4271966","Buteo jamaicensis 2016-02-15 06:45 L4271966"
"2016-02-14 18:35",-119.8393969,"Sagittarius",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.5003375,"L1945618","Buteo jamaicensis 2016-02-14 18:35 L1945618"
"2016-02-14 15:37",-119.7066665,"Riverview Park and Empire Ranch Trail",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,3,39.164333,"L4090780","Buteo jamaicensis 2016-02-14 15:37 L4090780"
"2016-02-14 14:52",-119.7462103,"Mira Loma",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.48617,"L4280193","Buteo jamaicensis 2016-02-14 14:52 L4280193"
"2016-02-14 14:13",-114.15164,"Baker, Nevada 487",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.04511,"L2657482","Buteo jamaicensis 2016-02-14 14:13 L2657482"
"2016-02-14 14:12",-119.83946,"Home (Reno)",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.50959,"L3249691","Buteo jamaicensis 2016-02-14 14:12 L3249691"
"2016-02-14 13:47",-119.8207998,"Muller Lane, Carson Valley",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,6,38.9710055,"L3277223","Buteo jamaicensis 2016-02-14 13:47 L3277223"
"2016-02-14 13:05",-119.8319149,"Genoa Lane and Foothill Drive fields",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,38.9955066,"L2035757","Buteo jamaicensis 2016-02-14 13:05 L2035757"
"2016-02-14 12:55",-119.7271585,"Rosewood Lakes",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,4,39.4943712,"L861460","Buteo jamaicensis 2016-02-14 12:55 L861460"
"2016-02-14 12:22",-119.7647148,"Washoe Lake SP--Deadman's Creek",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,39.2380141,"L1192444","Buteo jamaicensis 2016-02-14 12:22 L1192444"
"2016-02-14 12:05",-119.8447037,"Swan Lake Nature Study Area (IBA)",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,3,39.6573151,"L124349","Buteo jamaicensis 2016-02-14 12:05 L124349"
"2016-02-14 12:00",-115.022462,"Las Vegas Urban--Clark County Wetlands Park",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,36.1006947,"L160294","Buteo jamaicensis 2016-02-14 12:00 L160294"
"2016-02-14 11:26",-119.7332203,"Damonte Ranch Wetlands--Veterans Pkwy Lake and Wetlands",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,4,39.4202899,"L3192597","Buteo jamaicensis 2016-02-14 11:26 L3192597"
"2016-02-14 11:15",-119.9963075,"Crystal Peak Park",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.5155776,"L2774021","Buteo jamaicensis 2016-02-14 11:15 L2774021"
"2016-02-14 11:10",-115.9228513,"Mountain Falls Golf Course Pahrump Nevada Nye County",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,NA,36.1115944,"L4258748","Buteo jamaicensis 2016-02-14 11:10 L4258748"
"2016-02-14 10:30",-119.7054863,"Empire Ranch Trail",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,5,39.1729248,"L4263614","Buteo jamaicensis 2016-02-14 10:30 L4263614"
"2016-02-14 10:00",-114.1187668,"488 to Border Inn, NV/UT",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.0501187,"L2651420","Buteo jamaicensis 2016-02-14 10:00 L2651420"
"2016-02-14 09:45",-119.8329449,"Wilson Commons",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,5,39.2642909,"L4263453","Buteo jamaicensis 2016-02-14 09:45 L4263453"
"2016-02-14 09:20",-119.7116125,"Pah Rah Green Belt",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.5613515,"L2352563","Buteo jamaicensis 2016-02-14 09:20 L2352563"
"2016-02-14 09:10",-119.8347473,"Lemmon Valley WTP",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,39.6503269,"L875241","Buteo jamaicensis 2016-02-14 09:10 L875241"
"2016-02-14 09:00",-119.0890503,"Mason Valley Wildlife Area",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,11,39.0746437,"L1966378","Buteo jamaicensis 2016-02-14 09:00 L1966378"
"2016-02-14 09:00",-115.9660149,"Plantation Road",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,36.1200638,"L3150992","Buteo jamaicensis 2016-02-14 09:00 L3150992"
"2016-02-14 08:30",-119.756038,"US-NV-Washoe Valley - 39.2687x-119.7560",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.268677,"L3987196","Buteo jamaicensis 2016-02-14 08:30 L3987196"
"2016-02-14 08:00",-115.02074,"clark county wetlands park",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,36.0964873,"L4264018","Buteo jamaicensis 2016-02-14 08:00 L4264018"
"2016-02-14 07:38",-115.9771128,"East Basin Avenue, Pahrump Nv. Nye County",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,36.2198107,"L2518438","Buteo jamaicensis 2016-02-14 07:38 L2518438"
"2016-02-14 07:05",-119.7404516,"1340 Muir Drive",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,38.899216,"L3932556","Buteo jamaicensis 2016-02-14 07:05 L3932556"
"2016-02-14 07:00",-119.8401466,"Lemmon Valley Ohio St",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.6927804,"L3233723","Buteo jamaicensis 2016-02-14 07:00 L3233723"
"2016-02-13 16:30",-119.7090912,"Riverview Park, Carson City",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,NA,39.1608136,"L4240276","Buteo jamaicensis 2016-02-13 16:30 L4240276"
"2016-02-13 16:00",-119.7993636,"5425 Mount Rose Highway, Reno",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.3911677,"L4238787","Buteo jamaicensis 2016-02-13 16:00 L4238787"
"2016-02-13 16:00",-119.7185326,"Damonte Ranch Wetlands",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,2,39.4275085,"L506053","Buteo jamaicensis 2016-02-13 16:00 L506053"
"2016-02-13 15:28",-119.7069132,"Carson River Park/Silver Saddle Ranch",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.1363102,"L891127","Buteo jamaicensis 2016-02-13 15:28 L891127"
"2016-02-13 14:00",-119.7451454,"St Teresa Wetlands",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.1854249,"L4255870","Buteo jamaicensis 2016-02-13 14:00 L4255870"
"2016-02-13 13:30",-119.5668054,"McCarran Ranch (Storey Co.)",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,39.5462299,"L878236","Buteo jamaicensis 2016-02-13 13:30 L878236"
"2016-02-13 13:05",-119.8140182,"Reno",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.5296097,"L130603","Buteo jamaicensis 2016-02-13 13:05 L130603"
"2016-02-13 13:00",-119.8620826,"Reno - Caughlin Parkway Trail",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.4982543,"L4257135","Buteo jamaicensis 2016-02-13 13:00 L4257135"
"2016-02-13 12:47",-119.799715,"Wal-Mart",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.4802783,"L4280244","Buteo jamaicensis 2016-02-13 12:47 L4280244"
"2016-02-13 12:40",-119.1505051,"East Walker River - Lyon",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,38.4318077,"L900613","Buteo jamaicensis 2016-02-13 12:40 L900613"
"2016-02-13 12:30",-119.842,"Bower's Mansion Park",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.2848219,"L4255833","Buteo jamaicensis 2016-02-13 12:30 L4255833"
"2016-02-13 11:30",-115.9553289,"East Basin Avenue Pahrump Nevada",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,36.2204569,"L3394694","Buteo jamaicensis 2016-02-13 11:30 L3394694"
"2016-02-13 10:10",-119.7880554,"Reno",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.5474709,"L863663","Buteo jamaicensis 2016-02-13 10:10 L863663"
"2016-02-13 10:05",-119.6965485,"douglas house",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.5885475,"L4280234","Buteo jamaicensis 2016-02-13 10:05 L4280234"
"2016-02-13 09:45",-119.7693604,"Washoe Lake SP",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,5,39.2380453,"L476632","Buteo jamaicensis 2016-02-13 09:45 L476632"
"2016-02-13 09:20",-119.8594666,"Galena Creek County Park",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,39.3542106,"L612544","Buteo jamaicensis 2016-02-13 09:20 L612544"
"2016-02-13 09:00",-115.0021416,"Henderson Bird Viewing Preserve",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,36.0749791,"L209342","Buteo jamaicensis 2016-02-13 09:00 L209342"
"2016-02-13 09:00",-119.8230743,"Home",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.2400313,"L4223297","Buteo jamaicensis 2016-02-13 09:00 L4223297"
"2016-02-13 08:40",-115.9438705,"Mountain Falls Back Pond & Agricultural Field",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,36.1456378,"L1943753","Buteo jamaicensis 2016-02-13 08:40 L1943753"
"2016-02-13 08:36",-119.868684,"Reno - Caughlin Parkway Trail",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,39.494368,"L3245542","Buteo jamaicensis 2016-02-13 08:36 L3245542"
"2016-02-13 08:05",-119.6538055,"Lockwood Park Trail",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.5093551,"L3039693","Buteo jamaicensis 2016-02-13 08:05 L3039693"
"2016-02-13 07:30",-115.266594,"Las Vegas Urban--Floyd Lamb Park at Tule Springs",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,36.3249025,"L139900","Buteo jamaicensis 2016-02-13 07:30 L139900"
"2016-02-13",-118.77699,"Fallon",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.47352,"L192562","Buteo jamaicensis 2016-02-13 L192562"
"2016-02-13",-118.578186,"Stillwater NWR",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,39.523111,"L598208","Buteo jamaicensis 2016-02-13 L598208"
"2016-02-12 17:30",-119.763712,"Sparks - Rock Park",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",FALSE,1,39.5200308,"L345154","Buteo jamaicensis 2016-02-12 17:30 L345154"
"2016-02-12 16:22",-119.2516999,"US-Nevada-Fernley-44-46 N Canal Dr - 39.591x-119.252",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,1,39.5914575,"L4246638","Buteo jamaicensis 2016-02-12 16:22 L4246638"
"2016-02-12 15:30",-119.7075462,"Empire Ranch Trail",TRUE,"Red-tailed Hawk",FALSE,"Buteo jamaicensis",TRUE,2,39.1777488,"L4247984","Buteo jamaicensis 2016-02-12 15:30 L4247984"
